City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Lishui,CN,28.4604,119.9103,67.51,97,10,2.64,light rain
349,Abu Dhabi,AE,24.4667,54.3667,91.51,70,0,4.61,clear sky
350,Simbahan,PH,6.3032,120.5836,83.32,77,100,9.48,overcast clouds
351,Ivanava,BY,52.1451,25.5365,50.79,80,100,12.68,overcast clouds
352,Cabedelo,BR,-6.9811,-34.8339,81.27,76,20,15.5,few clouds
353,Souillac,MU,-20.5167,57.5167,71.98,83,40,12.66,scattered clouds
354,Nerja,ES,36.7585,-3.8873,82.58,91,72,1.01,broken clouds
355,Clyde River,CA,70.4692,-68.5914,35.83,75,75,5.75,broken clouds
356,Tudela,ES,42.0617,-1.6045,71.91,72,100,7.85,light rain
357,Ereymentau,KZ,51.6199,73.1033,37.53,55,4,5.59,clear sky
358,Cermik,TR,38.1361,39.4493,61.29,48,8,4.09,clear sky
359,Vanimo,PG,-2.6741,141.3028,77.79,86,100,4.94,overcast clouds
360,Warwick,US,41.7001,-71.4162,78.82,85,75,5.75,broken clouds
361,Mizunami,JP,35.3667,137.25,69.76,82,25,4.09,scattered clouds
362,Jiayuguan,CN,39.8167,98.3,65.07,24,0,11.65,clear sky
363,Brodokalmak,RU,55.5748,62.082,42.48,56,57,7.76,broken clouds
364,Kieta,PG,-6.2167,155.6333,78.21,81,63,3.04,broken clouds
365,Jalu,LY,29.0331,21.5482,75.27,50,0,15.28,clear sky
366,Springbok,ZA,-29.6643,17.8865,60.82,37,59,2.33,broken clouds
367,Flinders,AU,-34.5833,150.8552,58.8,76,0,1.01,clear sky
368,Bintulu,MY,3.1667,113.0333,77.41,88,20,3.0,few clouds
369,Misratah,LY,32.3754,15.0925,77.59,68,3,15.32,clear sky
370,Apac,UG,1.9756,32.5386,64.63,98,97,5.48,moderate rain
371,Plouzane,FR,48.3833,-4.6167,57.29,88,0,5.75,clear sky
372,Lakatoro,VU,-16.0999,167.4164,76.91,82,86,13.02,overcast clouds
373,Baykit,RU,61.67,96.37,30.94,96,100,2.73,overcast clouds
374,Balyaga,RU,51.1507,108.921,41.18,95,99,4.52,overcast clouds
375,Minab,IR,27.1467,57.0801,87.3,74,0,3.8,clear sky
376,Saint-Pierre,RE,-21.3393,55.4781,71.28,77,0,19.57,clear sky
377,Khalkhal,IR,37.6189,48.5258,59.23,41,8,5.93,clear sky
378,Pilar Do Sul,BR,-23.8131,-47.7164,80.35,59,100,11.9,overcast clouds
379,Puerto Colombia,CO,10.9878,-74.9547,87.89,67,100,6.31,overcast clouds
380,Camacha,PT,33.0833,-16.3333,69.22,68,20,5.75,few clouds
381,Lagoa,PT,39.05,-27.9833,70.29,75,100,16.31,overcast clouds
382,Watsa,CD,3.0372,29.5355,63.54,99,100,3.09,overcast clouds
383,Nong Chik,TH,6.8436,101.178,77.36,86,100,4.83,overcast clouds
384,Areosa,PT,41.7178,-8.8571,70.25,82,100,4.94,overcast clouds
385,Maniitsoq,GL,65.4167,-52.9,34.86,57,9,2.71,clear sky
386,Alekseyevka,RU,50.6309,38.6903,48.2,81,100,10.36,overcast clouds
387,Mehamn,NO,71.0357,27.8492,48.38,76,75,10.36,broken clouds
388,Kodarma,IN,24.4667,85.6,76.77,83,7,3.74,clear sky
389,Grand-Santi,GF,4.25,-54.3833,87.35,55,100,2.08,overcast clouds
390,Ilulissat,GL,69.2167,-51.1,26.62,50,75,5.75,broken clouds
391,Minbu,MM,20.1833,94.8833,77.23,91,100,3.8,heavy intensity rain
392,Camacupa,AO,-12.0167,17.4833,71.85,17,92,3.29,overcast clouds
393,Barahona,DO,18.2085,-71.1008,89.42,66,40,20.71,scattered clouds
394,Houma,US,29.5958,-90.7195,80.01,48,1,9.22,clear sky
395,Little Baguio,PH,7.8939,125.2764,65.28,96,100,0.43,moderate rain
396,Tecoanapa,MX,16.5167,-98.75,86.11,67,100,9.01,overcast clouds
397,Xuanhua,CN,40.6103,115.0447,61.9,96,97,4.85,overcast clouds
398,Bowen,AU,-20.0167,148.2333,55.62,91,44,6.96,scattered clouds
399,Barcelos,PT,41.5388,-8.6151,69.85,85,100,2.91,overcast clouds
400,Lewistown,US,40.5992,-77.5714,74.14,38,40,8.05,scattered clouds
401,Quetigny,FR,47.3167,5.1167,61.54,77,0,3.44,clear sky
402,Portland,US,45.5234,-122.6762,87.49,38,0,1.01,clear sky
403,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,89,75,3.44,volcanic ash
404,Araguari,BR,-18.6472,-48.1872,91.69,19,82,3.27,broken clouds
405,Namtsy,RU,62.7161,129.6658,41.11,96,100,9.98,light rain
406,La Ronge,CA,55.1001,-105.2842,52.02,66,75,10.36,broken clouds
407,Klaksvik,FO,62.2266,-6.589,43.72,68,95,11.41,overcast clouds
408,Nabire,ID,-3.3667,135.4833,75.18,88,100,3.0,overcast clouds
409,Balaipungut,ID,1.05,101.2833,74.53,97,99,1.72,overcast clouds
410,Perry,US,37.2506,-83.1999,71.91,30,0,1.74,clear sky
411,Ewa Beach,US,21.3156,-158.0072,81.7,85,90,5.01,light rain
412,Palana,RU,59.1167,159.9667,38.59,81,0,3.42,clear sky
413,Qaqortoq,GL,60.7167,-46.0333,39.7,49,2,9.98,clear sky
414,Champerico,GT,14.3,-91.9167,85.95,72,100,6.91,overcast clouds
415,Hamilton,US,39.1834,-84.5333,76.08,44,1,3.0,clear sky
416,Ampanihy,MG,-24.7,44.75,74.3,51,13,3.96,few clouds
417,Harper,LR,4.375,-7.7169,78.4,86,58,8.19,broken clouds
418,Semibratovo,RU,57.3046,39.5369,46.26,90,98,8.28,overcast clouds
419,Vilyuysk,RU,63.7553,121.6247,32.34,82,8,5.3,clear sky
420,Catia La Mar,VE,10.6038,-67.0303,88.0,70,40,2.3,scattered clouds
421,Te Anau,NZ,-45.4167,167.7167,48.24,91,98,10.98,light rain
422,Yarmouth,US,41.7057,-70.2286,78.78,90,1,9.22,clear sky
423,Hirtshals,DK,57.5881,9.9592,58.86,86,96,25.86,overcast clouds
424,Paramonga,PE,-10.6667,-77.8333,67.12,74,19,9.44,few clouds
425,Bealanana,MG,-14.55,48.7333,57.6,95,69,3.94,broken clouds
426,Bonthe,SL,7.5264,-12.505,78.78,85,84,5.88,broken clouds
427,Bafoulabe,ML,13.8065,-10.8321,80.82,75,88,2.3,overcast clouds
428,San Cristobal,VE,7.7669,-72.225,84.38,47,54,7.14,broken clouds
429,Tautira,PF,-17.7333,-149.15,80.62,60,1,3.67,clear sky
430,Emerald,AU,-23.5333,148.1667,55.54,88,74,3.44,broken clouds
431,Yar-Sale,RU,66.8333,70.8333,36.54,80,99,5.03,overcast clouds
432,Batetskiy,RU,58.6461,30.3027,43.75,95,100,5.26,overcast clouds
433,Salalah,OM,17.0151,54.0924,82.49,83,40,6.91,scattered clouds
434,Jinchang,CN,38.4953,102.1739,65.17,65,100,2.44,overcast clouds
435,Margate,GB,51.3813,1.3862,67.69,86,4,12.95,clear sky
436,Constitucion,CL,-35.3333,-72.4167,63.23,64,3,8.05,clear sky
437,Katsuura,JP,35.1333,140.3,73.11,77,100,14.76,overcast clouds
438,Bambanglipuro,ID,-7.95,110.2833,75.31,90,75,5.01,broken clouds
439,Cutervo,PE,-6.379,-78.8157,63.43,56,78,7.87,light rain
440,Bom Jardim,BR,-7.7958,-35.5872,80.94,62,83,13.2,broken clouds
441,Kalemie,CD,-5.9475,29.1947,73.99,65,11,8.19,few clouds
442,Mwinilunga,ZM,-11.7358,24.4293,72.54,24,37,4.45,scattered clouds
443,Grajau,BR,-5.8194,-46.1386,94.69,32,41,7.87,scattered clouds
444,Aklavik,CA,68.2191,-135.0107,32.83,88,100,16.31,light snow
445,Kaka,TM,37.3482,59.6143,84.27,11,0,9.33,clear sky
446,Yuci,CN,37.6803,112.7319,64.15,77,90,4.47,overcast clouds
447,Yerbogachen,RU,61.2767,108.0108,39.29,81,100,4.52,overcast clouds
448,Vrangel,RU,42.7297,133.0839,57.2,86,100,3.53,overcast clouds
449,Lumby,CA,50.2498,-118.969,75.56,50,100,1.14,overcast clouds
450,Dangtu,CN,31.5723,118.4928,73.45,78,93,12.53,overcast clouds
451,Sao Felix Do Xingu,BR,-6.6447,-51.995,83.48,51,72,3.6,broken clouds
452,Gonaives,HT,19.45,-72.6833,85.98,61,98,6.2,overcast clouds
453,Gimbi,ET,9.1667,35.8333,55.62,96,95,2.75,light rain
454,Krasnaya Gora,RU,52.9995,31.6023,48.11,97,73,5.37,broken clouds
455,Karatau,KZ,43.1667,70.4667,52.03,28,2,3.56,clear sky
456,Finschhafen,PG,-6.6024,147.8681,76.96,83,47,7.87,scattered clouds
457,Andenes,NO,69.3143,16.1194,44.08,75,75,9.22,broken clouds
458,Ahipara,NZ,-35.1667,173.1667,56.7,75,9,5.48,clear sky
459,Denpasar,ID,-8.65,115.2167,78.46,94,40,9.22,scattered clouds
460,Lukiv,UA,51.0521,25.4006,52.18,87,95,14.7,overcast clouds
461,Bolekhiv,UA,49.0661,23.8643,50.13,73,94,11.59,overcast clouds
462,Bonoua,CI,5.2741,-3.595,78.42,92,67,4.12,light rain
463,Galveston,US,29.3669,-94.9669,85.19,48,1,1.01,clear sky
464,Piacabucu,BR,-10.4056,-36.4344,76.15,80,48,11.92,scattered clouds
465,Aswan,EG,24.0934,32.907,90.7,23,0,12.66,clear sky
466,Port Macquarie,AU,-31.4333,152.9167,51.76,55,2,7.16,clear sky
467,Imbituba,BR,-28.24,-48.6703,70.83,84,100,1.25,overcast clouds
468,Warri,NG,5.5167,5.75,77.38,88,100,3.4,overcast clouds
469,Kalachinsk,RU,55.0529,74.5751,44.69,65,100,10.38,overcast clouds
470,Chapais,CA,49.7834,-74.8492,62.38,68,25,13.62,scattered clouds
471,Sambava,MG,-14.2667,50.1667,70.84,82,19,12.33,light rain
472,Bud,US,39.447,-86.1758,75.15,47,10,9.51,clear sky
473,Elat,IL,29.5581,34.9482,84.04,32,0,16.11,clear sky
474,West Bay,KY,19.3667,-81.4167,89.67,77,40,1.99,scattered clouds
475,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,81.99,27,0,5.99,clear sky
476,Praia Da Vitoria,PT,38.7333,-27.0667,73.65,68,20,11.86,few clouds
477,Padang,ID,-0.9492,100.3543,75.96,92,96,3.65,light rain
478,Natal,BR,-5.795,-35.2094,83.05,74,75,17.27,broken clouds
479,Abaza,RU,52.655,90.0928,30.83,94,75,4.47,broken clouds
480,Axim,GH,4.8699,-2.2405,77.34,90,31,5.99,scattered clouds
481,Acajutla,SV,13.5928,-89.8275,97.14,70,92,5.75,overcast clouds
482,Rawson,AR,-43.3002,-65.1023,78.39,23,42,27.6,scattered clouds
483,Cayenne,GF,4.9333,-52.3333,86.04,81,20,5.01,few clouds
484,Viedma,AR,-40.8135,-62.9967,78.31,26,0,19.64,clear sky
485,Isla Vista,US,34.4133,-119.861,92.3,60,90,4.61,mist
486,Roma,US,43.2128,-75.4557,67.39,64,90,3.44,overcast clouds
487,Yaan,NG,7.3833,8.5667,73.36,84,90,3.96,overcast clouds
488,Fort Abbas,PK,29.1925,72.8536,88.23,54,5,4.47,clear sky
489,Vzmorye,RU,54.6961,20.2361,55.49,78,100,17.94,overcast clouds
490,Taltal,CL,-25.4,-70.4833,62.04,66,23,4.5,few clouds
491,Bontang,ID,0.1333,117.5,74.98,90,100,4.85,overcast clouds
492,Pauini,BR,-7.7136,-66.9764,96.94,33,100,2.06,overcast clouds
493,Maceio,BR,-9.6658,-35.7353,80.04,78,75,16.11,broken clouds
494,Talakan,RU,50.3167,130.3667,47.59,87,100,3.15,overcast clouds
495,Agogo,GH,6.8,-1.0819,70.77,95,100,2.77,overcast clouds
496,The Valley,AI,18.217,-63.0578,91.26,70,40,9.22,scattered clouds
497,San Policarpo,PH,12.1791,125.5072,82.11,82,32,9.78,scattered clouds
498,Kiama,AU,-34.6833,150.8667,59.0,79,0,3.0,clear sky
499,Praia,CV,14.9215,-23.5087,81.14,74,40,13.8,haze
500,Olafsvik,IS,64.8945,-23.7142,43.39,67,96,19.37,overcast clouds
501,Port-Cartier,CA,50.0334,-66.8654,53.92,92,99,19.86,overcast clouds
502,Anamur,TR,36.0751,32.8369,66.22,40,4,7.23,clear sky
503,Ihosy,MG,-22.4,46.1167,61.27,89,27,9.84,scattered clouds
504,Phalombe,MW,-15.8064,35.6507,67.1,66,1,5.1,clear sky
505,Nelson Bay,AU,-32.7167,152.15,60.96,77,0,14.05,clear sky
506,Atar,MR,20.5169,-13.0499,97.56,15,33,9.86,scattered clouds
507,Doha,QA,25.2867,51.5333,87.78,51,0,3.44,clear sky
508,Beyneu,KZ,45.3167,55.2,70.21,29,0,23.15,clear sky
509,Leh,IN,34.1667,77.5833,54.5,42,47,4.34,scattered clouds
510,Shenjiamen,CN,29.9576,122.298,74.28,67,1,8.48,clear sky
511,Millinocket,US,45.6573,-68.7098,71.56,85,100,12.73,overcast clouds
512,Bilibino,RU,68.0546,166.4372,22.44,95,100,1.9,overcast clouds
513,Larap,PH,14.299,122.6504,78.66,91,30,5.99,light rain
514,Klisura,BG,42.7,24.45,59.4,45,35,4.7,scattered clouds
515,Kaiyuan,CN,23.6977,103.3037,65.55,94,88,2.21,overcast clouds
516,Alyangula,AU,-13.8483,136.4192,66.07,94,6,0.0,clear sky
517,Hazorasp,UZ,41.3194,61.0742,66.04,17,0,10.16,clear sky
518,Bombay,IN,19.0144,72.8479,82.38,83,40,4.61,haze
519,Candolim,IN,15.5181,73.7626,78.91,85,99,1.01,overcast clouds
520,Novaya Zaimka,RU,56.4857,66.9241,41.9,70,87,6.85,overcast clouds
521,Vyshkov,RU,52.4764,31.6873,48.09,97,100,3.89,overcast clouds
522,Buala,SB,-8.145,159.5921,80.29,81,99,6.4,overcast clouds
523,Lensk,RU,60.7253,114.9278,35.87,92,100,6.35,overcast clouds
524,Cartagena,CO,10.3997,-75.5144,87.42,58,40,2.3,scattered clouds
525,Korampallam,IN,8.7667,78.1,84.56,65,100,11.01,overcast clouds
526,Cap Malheureux,MU,-19.9842,57.6142,72.09,74,0,4.0,clear sky
527,Padre Bernardo,BR,-15.35,-48.5,90.0,25,96,1.59,overcast clouds
528,Vestmanna,FO,62.1564,-7.1664,41.92,81,40,6.91,scattered clouds
529,Labuhan,ID,-6.8844,112.2051,77.81,82,28,6.04,scattered clouds
530,Marawi,PH,7.9986,124.2928,68.65,94,100,1.36,overcast clouds
531,Abha,SA,18.2164,42.5053,71.42,56,0,3.44,clear sky
532,Inhambane,MZ,-23.865,35.3833,66.18,82,0,3.0,clear sky
533,Novomalorossiyskaya,RU,45.6348,39.8948,56.88,70,100,13.56,light rain
534,Guaranesia,BR,-21.2992,-46.8025,88.18,20,95,7.11,overcast clouds
535,Olinda,BR,-8.0089,-34.8553,78.53,69,40,13.8,scattered clouds
536,Luganville,VU,-15.5333,167.1667,77.29,85,92,9.33,overcast clouds
537,Todos Santos,MX,23.45,-110.2167,95.11,78,13,7.02,few clouds
538,Yantal,RU,56.8471,105.2542,38.07,98,100,2.77,overcast clouds
539,Tazovskiy,RU,67.4667,78.7,31.44,87,6,7.94,clear sky
540,Qui Nhon,VN,13.7667,109.2333,77.14,85,100,4.54,moderate rain
541,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,65,100,17.96,overcast clouds
542,Mayya,RU,61.7333,130.2811,40.32,92,100,9.33,overcast clouds
543,Aseri,EE,59.4506,26.8675,46.02,91,100,9.69,overcast clouds
544,Santander,ES,43.4647,-3.8044,69.82,87,0,1.01,clear sky
545,Severomuysk,RU,56.1481,113.4267,28.98,89,87,3.36,overcast clouds
546,Nileshwar,IN,12.25,75.1,78.21,87,56,5.37,broken clouds
547,Tkibuli,GE,42.3477,42.9981,49.24,95,37,1.81,scattered clouds
548,Camana,PE,-16.6228,-72.7111,66.15,69,4,7.96,clear sky
549,Zabaykalsk,RU,49.6333,117.3167,46.0,63,21,2.93,few clouds
550,Avera,US,33.194,-82.5271,78.75,35,0,3.89,clear sky
551,Mangaratiba,BR,-22.9597,-44.0406,79.93,77,88,6.71,overcast clouds
552,Yulara,AU,-25.2406,130.9889,62.44,16,100,5.75,overcast clouds
553,Challapata,BO,-18.9,-66.7667,59.65,24,6,6.31,clear sky
554,Manyana,BW,-23.4,21.7167,72.21,24,0,10.16,clear sky
555,Shache,CN,38.4167,77.2406,71.69,17,0,6.04,clear sky
556,Fort Nelson,CA,58.8053,-122.7002,47.79,71,40,3.44,scattered clouds
557,Half Moon Bay,US,37.4636,-122.4286,95.23,62,40,6.91,scattered clouds
558,Cervignano Del Friuli,IT,45.8211,13.3381,65.17,86,0,5.75,clear sky
559,Konstantinovka,RU,49.6167,127.9833,52.07,78,100,1.99,heavy intensity rain
560,Talaya,RU,61.3833,152.75,30.9,82,8,4.38,clear sky
561,Acarau,BR,-2.8856,-40.12,82.08,69,92,19.42,overcast clouds
562,Bonfim,BR,3.0833,-59.95,91.69,46,100,3.58,overcast clouds
563,Salaberry-De-Valleyfield,CA,45.2501,-74.1325,71.87,50,16,12.66,few clouds
564,Cherdyn,RU,60.403,56.4787,45.75,84,100,6.11,overcast clouds
565,Cotonou,BJ,6.3654,2.4183,80.58,89,40,11.5,scattered clouds
566,Fairbanks,US,64.8378,-147.7164,34.3,89,90,1.14,light snow
567,Arman,RU,59.7,150.1667,42.28,74,31,3.11,scattered clouds
568,Igrim,RU,63.1906,64.4162,36.28,77,1,4.59,clear sky
569,Hit,IQ,33.6416,42.8251,81.9,33,0,4.0,clear sky
570,Kigorobya,UG,1.6162,31.3089,65.95,88,51,7.29,broken clouds
571,Shakiso,ET,5.75,38.9167,59.41,93,100,2.1,light rain
572,Burhar,IN,23.2167,81.5333,73.83,90,28,2.68,scattered clouds
573,Andra,RU,62.5147,65.8878,34.05,86,0,4.07,clear sky
574,Gomel,BY,52.4345,30.9754,48.18,93,90,4.47,light intensity shower rain
575,Labrea,BR,-7.2586,-64.7981,94.82,37,100,3.62,overcast clouds
576,Kindu,CD,-2.95,25.95,68.94,96,70,3.0,light rain
577,Bandar-E Lengeh,IR,26.5579,54.8807,88.79,58,5,9.33,clear sky
578,La Crosse,US,43.8014,-91.2396,74.5,63,75,4.0,broken clouds
579,Santa Rosa,PH,14.3122,121.1114,83.91,84,8,3.87,clear sky
580,Challans,FR,46.8436,-1.8749,64.6,66,3,6.46,clear sky
581,Camocim,BR,-2.9022,-40.8411,83.21,67,93,20.0,overcast clouds
582,Monrovia,LR,6.3005,-10.7969,78.57,83,89,7.47,overcast clouds
583,Lingyuan,CN,41.24,119.4011,60.06,99,100,4.29,light rain
584,Svarstad,NO,59.399,9.9698,58.95,55,7,1.01,clear sky
585,Moron,AR,-34.6534,-58.6198,69.03,49,11,5.01,few clouds
586,Luderitz,NA,-26.6481,15.1594,60.19,71,10,14.79,clear sky
587,Cassilandia,BR,-19.1133,-51.7342,98.11,15,58,5.91,broken clouds
588,Ossora,RU,59.2353,163.0719,41.54,74,8,3.44,clear sky
589,Nanortalik,GL,60.1432,-45.2371,36.52,46,0,5.23,clear sky
590,Marsa Matruh,EG,31.3525,27.2453,73.6,49,75,13.8,broken clouds
591,Fukue,JP,32.6881,128.8419,73.8,75,54,8.63,broken clouds
592,Guanica,PR,17.9716,-66.908,90.99,68,31,5.99,scattered clouds
593,Yinchuan,CN,38.4681,106.2731,65.01,57,100,2.3,overcast clouds
594,Spirit River,CA,55.7833,-118.8361,68.52,40,88,22.82,overcast clouds
595,Grootfontein,NA,-19.5667,18.1167,63.97,32,0,0.0,clear sky
596,Batagay-Alyta,RU,67.8006,130.4114,28.38,88,100,4.92,overcast clouds
597,Barabash,RU,43.2,131.4833,42.48,93,99,1.54,overcast clouds
598,Lenine,UA,45.2986,35.7771,56.16,87,100,14.38,overcast clouds
599,Port Blair,IN,11.6667,92.75,80.64,84,98,13.49,overcast clouds
600,Kirakira,SB,-10.4544,161.9205,79.3,85,32,7.67,scattered clouds
601,Bloemfontein,ZA,-29.1211,26.214,65.68,39,82,1.14,broken clouds
602,Barguzin,RU,53.6167,109.6167,42.67,96,97,5.82,overcast clouds
603,Cockburn Town,TC,21.4612,-71.1419,85.96,66,40,0.0,scattered clouds
604,Tamandare,BR,-8.7597,-35.1047,77.59,81,13,11.88,few clouds
605,Pandan,PH,14.0453,124.1694,80.91,85,47,8.3,scattered clouds
606,Bumba,CD,2.1833,22.4667,68.16,95,57,2.04,broken clouds
607,Havre,FR,49.5833,0.3333,56.34,92,19,3.02,few clouds
608,Namikupa,TZ,-10.8333,39.6,66.92,98,26,2.98,scattered clouds
609,Bongandanga,CD,1.5,21.05,68.77,88,88,2.68,overcast clouds
610,Havre-Saint-Pierre,CA,50.2334,-63.5986,55.76,71,90,17.27,overcast clouds
611,Nouadhibou,MR,20.931,-17.0347,71.58,83,0,17.27,clear sky
612,Nara,JP,34.6851,135.8049,69.49,71,7,1.83,clear sky
613,Terrace,CA,54.5163,-128.6035,55.31,94,90,20.71,moderate rain
614,Santiago,CL,-33.4569,-70.6483,89.04,12,0,6.91,clear sky
615,Fukuma,JP,33.7667,130.4667,71.6,84,3,5.53,clear sky
616,Dingle,PH,10.9995,122.6711,76.24,91,10,5.23,clear sky
617,Barsovo,RU,61.1667,73.1667,33.93,85,100,4.76,overcast clouds
618,Borogontsy,RU,62.6683,131.1683,41.11,90,100,7.58,overcast clouds
619,Havoysund,NO,70.9963,24.6622,49.08,79,100,14.76,overcast clouds
620,Palmdale,US,34.5794,-118.1165,92.48,20,1,5.01,haze
621,Sao Raimundo Nonato,BR,-9.0153,-42.6994,91.65,31,75,10.87,broken clouds
622,Nhulunbuy,AU,-12.2333,136.7667,70.41,88,27,3.44,scattered clouds
623,Coahuayana,MX,18.7333,-103.6833,88.66,64,99,6.53,overcast clouds
624,Berlevag,NO,70.8578,29.0864,48.2,71,40,6.91,scattered clouds
625,Vina Del Mar,CL,-33.0246,-71.5518,56.68,82,90,16.11,haze
626,Okha,RU,53.5739,142.9478,43.12,86,4,6.13,clear sky
627,Juba,SS,4.8517,31.5825,72.07,90,100,1.88,overcast clouds
628,Huarmey,PE,-10.0681,-78.1522,68.61,73,28,9.93,scattered clouds
629,Otradnoye,RU,59.7775,30.8181,48.18,88,100,5.75,overcast clouds
630,Liepaja,LV,56.5419,21.0367,55.38,71,90,6.91,moderate rain
631,Mount Gambier,AU,-37.8333,140.7667,37.31,93,40,5.75,scattered clouds
632,Puerto Princesa,PH,9.7392,118.7353,79.39,84,24,1.41,few clouds
633,Puerto Asis,CO,0.5133,-76.5007,82.96,80,100,2.77,overcast clouds
634,Palasa,IN,18.7667,84.4167,78.58,87,88,3.22,overcast clouds
635,Oltina,RO,44.1667,27.6667,61.97,48,91,1.74,overcast clouds
636,Hvolsvollur,IS,63.7533,-20.2243,37.81,84,98,5.77,overcast clouds
637,Kerouane,GN,9.2667,-9.0167,72.46,92,75,2.28,moderate rain
638,Muros,ES,42.7762,-9.0603,66.24,85,66,5.39,broken clouds
639,Cozumel,MX,20.5083,-86.9458,88.0,68,98,1.99,overcast clouds
640,Patea,NZ,-39.7583,174.4833,52.66,76,6,7.7,clear sky
641,Bedesa,ET,8.9,40.7833,62.22,91,98,6.55,light rain
642,Weihe,CN,32.9952,105.3247,65.05,99,100,2.06,overcast clouds
643,Pochutla,MX,15.7432,-96.4661,90.82,63,100,7.63,overcast clouds
644,Snasa,NO,64.2457,12.3778,47.61,95,100,3.94,light rain
645,Ola,RU,59.5833,151.2833,43.07,71,13,3.33,few clouds
646,Borzya,RU,50.3833,116.5167,45.64,64,98,4.27,overcast clouds
647,Shelkovskaya,RU,43.5069,46.3392,57.07,82,79,5.14,broken clouds
648,Ferkessedougou,CI,9.6,-5.2,78.64,71,26,4.27,scattered clouds
649,Angoram,PG,-4.0625,144.0661,72.61,99,88,2.28,overcast clouds
650,Tabou,CI,4.423,-7.3528,77.74,89,33,7.54,light rain
651,Weligama,LK,5.9667,80.4167,78.49,87,99,13.87,overcast clouds
652,Pachino,IT,36.7186,15.0907,75.6,84,1,4.41,clear sky
653,San Francisco,US,37.7749,-122.4194,95.29,71,20,3.0,few clouds
654,Egvekinot,RU,66.3167,-179.1667,21.34,80,96,14.16,overcast clouds
655,Henties Bay,NA,-22.116,14.2845,56.86,86,0,4.5,clear sky
656,Progreso,MX,21.2833,-89.6667,93.11,67,59,10.87,broken clouds
657,Monroe,US,43.1501,-77.6831,68.59,59,75,16.11,broken clouds
658,Diffa,NE,13.3154,12.6113,87.82,19,42,4.34,scattered clouds
659,Herat,AF,34.5,62.0,71.62,11,0,8.05,clear sky
660,Taoudenni,ML,22.6783,-3.9836,102.27,10,13,5.97,few clouds
661,Pindiga,NG,9.9833,10.9333,74.19,76,19,2.44,few clouds
662,Riyadh,SA,24.6877,46.7219,89.74,12,12,9.57,few clouds
663,Okhotsk,RU,59.3833,143.3,46.06,72,0,3.22,clear sky
664,Pimentel,PE,-6.8367,-79.9342,71.89,60,0,17.27,clear sky
665,Karakol,KG,42.4907,78.3936,49.01,30,0,4.94,clear sky
666,Jacobina,BR,-11.1806,-40.5183,80.22,51,33,9.44,scattered clouds
667,Nhamunda,BR,-2.1861,-56.7131,96.91,32,100,5.32,overcast clouds
668,Havelock,US,34.8791,-76.9013,78.78,68,47,3.0,scattered clouds
669,Lorengau,PG,-2.0226,147.2712,81.41,76,17,7.72,few clouds
670,Lodja,CD,-3.4833,23.4333,70.03,87,100,0.67,overcast clouds
671,Komsomolskiy,UZ,40.4272,71.7189,63.32,48,0,4.61,clear sky
672,Namwala,ZM,-15.7504,26.4384,76.12,29,0,8.23,clear sky
673,Igunga,TZ,-4.2833,33.8833,73.51,46,6,9.51,clear sky
674,Tiznit,MA,29.5833,-9.5,65.26,68,0,4.18,clear sky
675,Xinqing,CN,48.2333,129.5,44.49,80,100,1.74,overcast clouds
676,Saint Simons,US,31.1352,-81.3901,81.3,53,1,12.66,clear sky
677,Nashville,US,36.1659,-86.7844,76.51,39,1,1.01,clear sky
678,Les Cayes,HT,18.2,-73.75,87.22,61,78,9.4,broken clouds
679,Richards Bay,ZA,-28.783,32.0377,65.95,89,93,4.38,overcast clouds
680,Zeya,RU,53.75,127.2667,53.17,99,100,3.06,overcast clouds
681,Usinsk,RU,65.9939,57.5281,38.23,86,41,7.43,scattered clouds
682,Gillette,US,44.2911,-105.5022,67.69,29,1,11.01,clear sky
683,Matara,LK,5.9485,80.5353,78.51,87,99,13.49,overcast clouds
684,Shu,KZ,43.5983,73.7614,53.37,26,1,6.69,clear sky
685,Arawa,PG,-6.2132,155.5367,76.21,86,62,2.55,broken clouds
686,Srednekolymsk,RU,67.45,153.6833,29.86,90,18,5.44,few clouds
687,Kiunga,PG,-6.1219,141.2906,72.95,100,100,1.34,overcast clouds
688,Kapit,MY,2.0167,112.9333,72.36,99,72,0.74,broken clouds
689,Saint-Augustin,CA,51.226,-58.6502,52.16,58,92,5.95,overcast clouds
690,Moussoro,TD,13.6408,16.4901,93.02,15,9,9.1,clear sky
691,Graham,US,47.0529,-122.2943,71.76,59,1,0.0,clear sky
692,Karpogory,RU,64.0019,44.4451,47.1,90,100,9.28,overcast clouds
693,Takoradi,GH,4.8845,-1.7554,77.05,90,37,7.02,light rain
694,Qasigiannguit,GL,68.8193,-51.1922,26.85,83,56,1.88,broken clouds
695,Igarka,RU,67.4667,86.5833,31.57,80,12,8.32,few clouds
696,San Lawrenz,MT,36.0553,14.204,78.85,78,1,8.16,clear sky
697,La Libertad,EC,-2.2333,-80.9,76.66,73,20,9.22,few clouds
698,Sangar,RU,63.9242,127.4739,39.88,96,100,7.31,light rain
699,Bairiki,KI,1.3292,172.9752,80.6,83,40,9.22,light rain
